자료ID,플랫폼,정리제목,제작자,원본URL,원래목록,활용주제,이전확인수준,기존요약,이번확인주장,이번선별검토,선별인사이트,적용조건,내경험질문,상세정리
VK9WKcoqMyY,YouTube 영상,백만장자들의 효율성 증가 4가지 방법,민팍의 마음너머,https://www.youtube.com/watch?v=VK9WKcoqMyY,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,생산성을 극대화하기 위해 업무 시작 직후 가장 중요한 일에 집중하고 외부 방해를 완벽히 차단하는 환경을 구축해야 합니다. 또한 주변 인물을 엄선하고 소수의 핵심 목표에만 에너지를 쏟는 미니멀리즘적 태도가 성공의 핵심입니다.,,없음,,,,sources/youtube/01-growth.md#VK9WKcoqMyY
tGXQ5b5yRaM,YouTube 영상,조던 피터슨 | 당신이 먹을 독을 선택하세요,조던 피터슨 한국 공식 채널,https://www.youtube.com/watch?v=tGXQ5b5yRaM,"성장을 위한 / 인생수업, 위기의 때",실행·지속·회복,자막 기반 요약,"조던 피터슨은 가치 체계가 없는 사람들이 즉각적인 쾌락에 탐닉하는 이유를 정체성 부재와 책임 회피로 설명합니다. 장기적 관점을 유지하는 삶은 복잡하고 무겁기에, 사람들은 때로 알코올 등을 통해 그 무게를 잊으려 합니다.",,없음,,,,sources/youtube/01-growth.md#tGXQ5b5yRaM
qO1tof4ORs0,YouTube 영상,"저는 부자들의 ""이것""을 보고 돈을 더 벌기 시작했습니다(前신사임당 주언규)",꿈나무의 100억 부자 챌린지,https://www.youtube.com/watch?v=qO1tof4ORs0,성장을 위한,학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"주언규 작가는 부자가 되기 위해 한 가지 분야에 몰입하는 시간 확보와 철저한 계획의 중요성을 강조합니다. 그는 자신만의 관점인 '앵커'를 정립하여 세상의 기회를 포착하고, 운과 실력의 영역을 구분해 실행력을 높일 것을 조언합니다.",,없음,,,,sources/youtube/01-growth.md#qO1tof4ORs0
9d5GWZyTtXE,YouTube 영상,"""경이롭다"" 무료 AI 웹사이트 BEST 5",페이퍼로지,https://www.youtube.com/watch?v=9d5GWZyTtXE,성장을 위한,고객·설득·브랜드 / 제품·창업·AI,자막 기반 요약,이 영상은 복잡한 가입 없이 즉시 사용 가능한 유용한 무료 AI 웹사이트 5가지를 소개합니다. 흑백 사진 채색부터 브랜드 네이밍까지 실무와 일상에서 활용도가 높은 도구들의 특징을 설명합니다.,,없음,,,,sources/youtube/01-growth.md#9d5GWZyTtXE
tkHvxLwLx3M,YouTube 영상,"[스티브 잡스] A급 인재와 B급, C급 직원의 차이 (한영 자막)",Project스노우볼,https://www.youtube.com/watch?v=tkHvxLwLx3M,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"스티브 잡스는 소프트웨어 분야에서 최고와 평균의 성과 차이가 50~100배에 달하기 때문에 타협 없는 인재 채용이 중요하다고 강조합니다. A급 인재들은 스스로를 관리하며 공동의 비전을 향해 나아가고, 서로 자극을 주고받으며 조직의 수준을 유지합니다.",,없음,,,,sources/youtube/01-growth.md#tkHvxLwLx3M
eZF3GwAArC0,YouTube 영상,자수성가한 해외 억만장자 12인에게 직접 듣는 성공의 비결 (한영 자막),Project스노우볼,https://www.youtube.com/watch?v=eZF3GwAArC0,성장을 위한,학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"세계적인 억만장자들은 성공의 핵심 비결로 자신이 진정으로 열정을 느끼는 일을 찾아 끈기 있게 실행할 것을 강조합니다. 이들은 방대한 독서와 지독한 노력, 그리고 실패를 두려워하지 않는 도전 정신이 불가능해 보이는 꿈을 현실로 만든다고 조언합니다.",,없음,,,,sources/youtube/01-growth.md#eZF3GwAArC0
oYEvR8OUX28,YouTube 영상,우리가 몰랐던 트럼프의 따뜻한 성공조언,오너의 그릇,https://www.youtube.com/watch?v=oYEvR8OUX28,"성장을 위한 / 인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,도널드 트럼프는 성공을 위해 열정을 느끼는 일을 찾고 그 과정에서 발생하는 '모멘텀'을 유지하는 것이 핵심이라고 강조합니다. 그는 윌리엄 레빗의 사례를 통해 한 번 멈춘 성공의 흐름을 다시 되돌리는 것이 얼마나 어려운지 경고합니다.,,없음,,,,sources/youtube/01-growth.md#oYEvR8OUX28
BPAT2nq3_lQ,YouTube 영상,뇌를 어떻게 성공 머신으로 만들까?,민팍의 마음너머,https://www.youtube.com/watch?v=BPAT2nq3_lQ,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복,자막 기반 요약,"인간은 하루 7만 5천 개의 생각 중 91%를 반복하며 살아가므로, 변화를 위해서는 나머지 9%의 가변적 생각을 통제해야 합니다. 목표를 시각화하고 반복적으로 주입하여 뇌의 망상활성계(RAS)를 성공에 유리한 필터로 재설정하는 것이 핵심입니다.",,없음,,,,sources/youtube/01-growth.md#BPAT2nq3_lQ
MhjuZRr5vBY,YouTube 영상,책 읽으면 성공한다는 말만 믿고 1년 동안 자기계발서 143권을 읽었더니...,타임프리,https://www.youtube.com/watch?v=MhjuZRr5vBY,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복,자막 기반 요약,"1년 동안 143권의 자기계발서를 읽었음에도 큰 변화를 얻지 못한 화자는 독서 방법의 오류를 지적합니다. 타인의 추천보다 자신의 당면 과제를 해결할 책을 선택하고, 책당 최소 한 가지를 실천하는 것이 성장의 핵심이라고 강조합니다.","타임프리는 143권을 읽은 개인 경험을 돌아보며 당면 문제에 맞는 책을 먼저 고르고 한 권에서 한 가지를 실천하는 방식을 제안한다. 4:30–4:44에는 당장 쓸모없는 책은 필요 없다는 뜻이 아니며, 당장의 변화를 원할 때 우선순위를 말하는 것이라고 직접 한정한다.",자막·캡션 구간 직접 대조,현재 자료함은 읽을거리가 풍부하다는 의미가 있지만 활용 성과까지 말해 주지는 않는다. ‘저장/읽음’과 별도로 ‘시험해 봄/글에 사용함/관점이 바뀜’을 기록하면 자료의 효용을 자신의 경험으로 평가할 수 있다. 모든 자료에 행동을 붙일 필요는 없고 실용 목적의 자료부터 시작한다.,교양·즐거움·장기 탐구용 독서는 즉시 행동으로 환산하지 않아도 된다. 저자의 실패·성공 자기보고를 일반적인 인과 증명으로 쓰지 않는다. 143이라는 숫자는 화자가 보고한 독서량이다.,"최근 저장한 열 개 중 내 행동이나 문장을 바꾼 자료는 어느 것이며, 나머지는 언제 다시 필요할까?",sources/youtube/01-growth.md#MhjuZRr5vBY
uPJiDgcjLd4,YouTube 영상,내일부터는 없다. 지금 당장 절실하게 시작하라 | 동기부여 영상,커넥트더닷 : Connect the Dots,https://www.youtube.com/watch?v=uPJiDgcjLd4,성장을 위한,실행·지속·회복 / 가치·관계·삶,자막 기반 요약,타인이 정한 한계에 굴복하지 말고 자신의 가치를 증명하기 위해 지금 당장 행동해야 합니다. 대다수가 중도 포기하는 세상에서 끝까지 해내는 것만으로도 상위 10%의 경쟁력을 갖출 수 있습니다.,,없음,,,,sources/youtube/01-growth.md#uPJiDgcjLd4
c2nFwHDJVio,YouTube 영상,지금 당장 갖다 버려야 할 미국 하위 50%의 가난한 12가지 생활 습관ㅣ알렉스 홀모지ㅣ동기부여학과,동기부여학과,https://www.youtube.com/watch?v=c2nFwHDJVio,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"알렉스 홀모지는 부자처럼 보이려는 허례허식을 버리고 시장이 원하는 핵심 가치에 집중할 것을 강조합니다. 가난을 유지하는 12가지 습관을 반면교사 삼아, 남들의 시선보다 실행과 인내를 우선시하는 태도가 성공의 열쇠라고 조언합니다.",,없음,,,,sources/youtube/01-growth.md#c2nFwHDJVio
8XN63NlWwUA,YouTube 영상,하루의 시작을 완전히 바꿔 줄 초대형 억만장자 부자 3명에게 듣는 고밀도 인생조언 7가지ㅣ폴 오팔라ㅣ브라이언 스미스ㅣ앤드류 비터비 | 동기부여학과,동기부여학과,https://www.youtube.com/watch?v=8XN63NlWwUA,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"킨코스, 어그, 퀄컴의 창립자들은 진정한 성공이 부의 축적을 넘어 직관을 따르는 사업적 본질과 가족과의 유대감에 있다고 강조합니다. 이들은 복잡한 이론보다 고객의 니즈를 파악하는 단순함과 각 연령대에 맞는 삶의 태도가 중요함을 조언합니다.",,없음,,,,sources/youtube/01-growth.md#8XN63NlWwUA
S8255fBMrCQ,YouTube 영상,알아두면 무조건 성공하는 7가지 부자의 기술ㅣ패드릭 뱃 데이비드(Patrick Bet-David)ㅣ동기부여학과ㅣ부자 마인드 습관 성공 조언,동기부여학과,https://www.youtube.com/watch?v=S8255fBMrCQ,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"패트릭 벳 데이비드는 백만장자가 되기 위해 마스터해야 할 설득, 부의 분배, 레버리지 등 7가지 핵심 기술을 제시합니다. 성공은 개인의 역량을 넘어 타인과 협력하고 에너지를 효율적으로 관리하는 시스템 구축에 달려 있다고 강조합니다.",,없음,,,,sources/youtube/01-growth.md#S8255fBMrCQ
5BX7dfoQY1k,YouTube 영상,무의식을 활용해 호감 사는 법,EBS,https://www.youtube.com/watch?v=5BX7dfoQY1k,성장을 위한,실행·지속·회복 / 가치·관계·삶,자막 기반 요약,상대방에게 따뜻한 음료를 건네거나 몸짓을 따라 하는 무의식적 자극을 통해 호감을 얻을 수 있습니다. 또한 중요한 결정을 내릴 때는 정보를 정리한 뒤 무의식이 작용할 시간을 주어야 더 나은 선택이 가능합니다.,,없음,,,,sources/youtube/01-growth.md#5BX7dfoQY1k
JhUbuiPzyTw,YouTube 영상,1000억대 부자가 가난을 벗어나기위해 포기해야 했던 루틴 3가지 - 알렉스 홀모지(Alex Hormizi )| 동기부여학과,동기부여학과,https://www.youtube.com/watch?v=JhUbuiPzyTw,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,알렉스 홀모지는 성공을 위해 새로운 습관을 추가하기보다 불필요한 일을 제거하는 '안티 루틴'을 실천하라고 조언합니다. 그는 외부 소통을 단절하고 방해 없는 몰입 시간을 확보함으로써 우선순위에 집중하는 것이 파산에서 벗어나는 핵심이었다고 강조합니다.,,없음,,,,sources/youtube/01-growth.md#JhUbuiPzyTw
m_Z-ATOg7eM,YouTube 영상,"""혼자 뿌듯해해요."" 일 못하는 사람들의 '치명적인' 착각 3가지 (드로우앤드류 1부)",지식인사이드,https://www.youtube.com/watch?v=m_Z-ATOg7eM,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"일 못하는 사람들은 실패를 두려워해 책임을 회피하고 지름길만 찾지만, 일 잘하는 사람들은 수많은 실패를 통해 자신만의 오답 노트를 쌓으며 성장합니다. 자신의 역할을 완수하는 태도와 타인을 배려하는 협업 능력이 업무 성패를 좌우하는 핵심 요소입니다.",,없음,,,,sources/youtube/01-growth.md#m_Z-ATOg7eM
ewlbNkd2ZoE,YouTube 영상,그동안 제 영상봐주셔서 감사합니다. (S1 E8),드로우앤드류,https://www.youtube.com/watch?v=ewlbNkd2ZoE,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,드로우앤드류는 시즌 1을 마무리하며 실버 버튼 획득 소식과 함께 자기계발의 본질은 나만의 목적을 찾는 것이라고 강조합니다. 타인의 속도에 조급해하기보다 자신이 원하는 삶의 방향을 설정하고 꾸준히 실행할 것을 독려합니다.,,없음,,,,sources/youtube/01-growth.md#ewlbNkd2ZoE
vtyeVfUojz8,YouTube 영상,가장 빠르게 부의 추월차선으로 올라타는 3가지 습관,드로우앤드류,https://www.youtube.com/watch?v=vtyeVfUojz8,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"드로앤드류는 목표를 종이에 적고 자신만의 직함을 설정하며 필요한 정보를 지속적으로 수집하는 세 가지 습관을 강조합니다. 하기 싫은 일을 먼저 정의함으로써 진정한 목표를 명확히 하고, 스스로의 정체성을 변화시켜 실질적인 성과를 이끌어낼 수 있다고 설명합니다.",,없음,,,,sources/youtube/01-growth.md#vtyeVfUojz8
1WpafI-HmY4,YouTube 영상,워렌버핏과의 식사를 대체하는 영상 | 동기부여,성공비밀 by 민팍,https://www.youtube.com/watch?v=1WpafI-HmY4,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"워렌 버핏은 진정한 성공을 주변 사람들에게 사랑받는 것으로 정의하며, 자신에 대한 투자가 가장 가치 있는 일임을 강조합니다. 그는 높은 지능보다 이성적인 판단력과 올바른 습관 형성이 비즈니스와 인생의 성패를 결정한다고 조언합니다.",,없음,,,,sources/youtube/01-growth.md#1WpafI-HmY4
OpxGLFOzBRE,YouTube 영상,평범한 사람이 12개월 안에 99%보다 앞서 나가는 3 단계,성공한스푼,https://www.youtube.com/watch?v=OpxGLFOzBRE,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복,자막 기반 요약,화자는 12개월 안에 성공하기 위해 원하지 않는 것을 먼저 파악하고 불필요한 자극으로부터 자신을 격리하라고 조언합니다. 또한 지루해 보이는 기본기를 반복하여 숙달함으로써 에너지를 효율적으로 관리하고 목표에 집중할 것을 강조합니다.,,없음,,,,sources/youtube/01-growth.md#OpxGLFOzBRE
yCxpn6_z3Xk,YouTube 영상,[*100% 실화] 누구도 믿지 않았던 '흙수저' 출신인 내가 목표를 다 이뤄낸 이유...,터닝포인트 - 위대한 성공의 시작점,https://www.youtube.com/watch?v=yCxpn6_z3Xk,성장을 위한,별도 확인·배경,내용 미확보,,,없음,,,,sources/youtube/01-growth.md#yCxpn6_z3Xk
FN27nl62SVU,YouTube 영상,부자가 될 20대들이 알아야하는 3가지,민팍의 마음너머,https://www.youtube.com/watch?v=FN27nl62SVU,"성장을 위한 / 학습, 배움",고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,부자가 되기 위해 20대에는 미래 목표와 연결된 자기 투자를 통해 몸값을 높이고 실패를 두려워하지 않는 태도를 가져야 합니다. 단순히 돈을 아끼는 것보다 수익 창출에 집중하며 돈을 운용할 수 있는 스스로의 역량을 키우는 것이 핵심입니다.,,없음,,,,sources/youtube/01-growth.md#FN27nl62SVU
AADTDGBpkGo,YouTube 영상,월 수익 0원 되고 보니 가장 후회되는 것,주언규 joo earn gyu,https://www.youtube.com/watch?v=AADTDGBpkGo,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"월 5억 수익의 사업을 폐업하며 깨달은 가장 큰 후회는 돈을 잃은 것이 아니라, 가능성을 현실로 바꾸지 못한 망설임입니다. 실패는 훈장이지만 하지 않은 행동은 평생의 후회로 남으므로, 지금 당장 가능성에 도전하여 후회 없는 삶을 살아야 한다고 강조합니다.",,없음,,,,sources/youtube/01-growth.md#AADTDGBpkGo
osllx6FCe6k,YouTube 영상,용기있게 도전하는 어른이 되는 법,드로우앤드류,https://www.youtube.com/watch?v=osllx6FCe6k,성장을 위한,실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"완벽주의와 실패에 대한 공포는 성장을 가로막는 장애물이므로, 실패를 배움의 과정으로 받아들이는 태도가 중요합니다. 잘못된 선택을 하더라도 다시 시작할 수 있다는 마음가짐을 가질 때 비로소 용기 있게 도전하며 자신을 알아갈 수 있습니다.",,없음,,,,sources/youtube/01-growth.md#osllx6FCe6k
