재생목록,순서,영상ID,제목,채널,원본URL,상태,자막확보,자막언어,자동생성,분류,한줄요약,상세정리
"인생수업, 위기의 때",38,oBmmJB4V5CI,Gnarls Barkley(날스 바클리) - Crazy 가사 한글 자막 해석 번역,ppark _,https://www.youtube.com/watch?v=oBmmJB4V5CI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"기타, 회복·감정, 소통·관계",날스 바클리의 명곡 'Crazy'의 가사를 한글 자막과 함께 감상할 수 있는 영상입니다.,03-life.md#oBmmJB4V5CI
"인생수업, 위기의 때",39,oYEvR8OUX28,우리가 몰랐던 트럼프의 따뜻한 성공조언,오너의 그릇,https://www.youtube.com/watch?v=oYEvR8OUX28,자막 기반 요약,예,en,자동,"실행·습관, 사업·브랜딩",도널드 트럼프는 성공을 위해 열정을 느끼는 일을 찾고 그 과정에서 발생하는 '모멘텀'을 유지하는 것이 핵심이라고 강조합니다.,03-life.md#oYEvR8OUX28
"인생수업, 위기의 때",40,SQUuLO-bn2M,중고차 딜러 VS 라이프 해킹,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=SQUuLO-bn2M,자막 기반 요약,예,확인 안 됨,확인 안 됨,"소통·관계, 기타, 실행·습관",중고차 구매 시 딜러의 심리 기법에 대응하여 가격을 낮추는 실전 협상 전략을 소개합니다.,03-life.md#SQUuLO-bn2M
"인생수업, 위기의 때",41,bHRhuzNA6OI,당당하게 연봉 인상 요구하는 법,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=bHRhuzNA6OI,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 연봉협상, 비즈니스, 자기계발",연봉 협상 시 중립적인 장소를 선택하고 '합리적'이라는 표현을 사용하여 대화의 주도권을 잡는 것이 중요합니다.,03-life.md#bHRhuzNA6OI
"인생수업, 위기의 때",42,Rcn_vD9RdEw,취업 면접에서 '질문 있으세요?' 시간에 꼭 물어봐야 할 질문은?,내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/watch?v=Rcn_vD9RdEw,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 실행·습관, 기타",취업 면접에서 성공하기 위한 심리학적 전략과 비언어적 기술들을 소개합니다.,03-life.md#Rcn_vD9RdEw
"인생수업, 위기의 때",43,720t8HBjWns,한계에 부딪쳤을 때 당신에게 필요한 동기부여 영상 | 한영 자막,제임스비디오 James video,https://www.youtube.com/watch?v=720t8HBjWns,자막 기반 요약,예,en,자동,"실행·습관, 신앙·가치, 기타",레스 브라운은 수많은 거절 속에서도 포기하지 않고 라디오 DJ라는 꿈을 쟁취한 자신의 일화를 통해 강력한 동기부여를 전달합니다.,03-life.md#720t8HBjWns
"인생수업, 위기의 때",44,390aHPDjv7w,사람은 결코 변하지 않는다 | 타인의 이해를 바라지 마라 | 쇼펜하우어 처세술 | 인간관계 지혜 | 인생 명언 | 인생 조언 | 오디오북,지혜의 숲,https://www.youtube.com/watch?v=390aHPDjv7w,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"소통·관계, 회복·감정, 기타",쇼펜하우어는 타인의 이해를 구하기보다 자신의 내면과 건강에 집중하며 적절한 거리를 유지하는 삶을 강조합니다.,03-life.md#390aHPDjv7w
"인생수업, 위기의 때",45,Erx28AkkU6w,모든 학생에 전액 장학금을 1조 3천억 원 기부 / SBS / #D리포트,SBS 뉴스,https://www.youtube.com/watch?v=Erx28AkkU6w,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 기타",알버트 아인슈타인 의과대학의 루스 가데스먼 전 교수가 학생들의 학비 부담을 없애기 위해 1조 3천억 원을 기부했습니다.,03-life.md#Erx28AkkU6w
"인생수업, 위기의 때",46,rWyIE9WwP4Q,어떤 사람으로 살 것인가를 고민해야 합니다 오박사가 알려주는 재능 많은 자식을 둔 부모의 역할은? | 오은영의 금쪽 상담소 36 회,play 채널A,https://www.youtube.com/watch?v=rWyIE9WwP4Q,자막 기반 요약,예,확인 안 됨,확인 안 됨,"소통·관계, 회복·감정, 기타",재능이 많아 여러 성취를 원하는 아이에게 오은영 박사는 '어떤 타이틀'을 얻느냐보다 '어떤 삶'을 살 것인지 고민하는 것이 중요하다고 조언합니다.,03-life.md#rWyIE9WwP4Q
"인생수업, 위기의 때",47,1x6v-bDJ1jQ,포기 안 하는 방법,주언규 joo earn gyu,https://www.youtube.com/watch?v=1x6v-bDJ1jQ,자막 기반 요약,예,ko,자동,"실행·습관, 기타","포기는 결과를 확인하지 않고 중간에 그만두는 것이며, 이를 방지하려면 시작 전 명확한 기간을 설정해야 합니다.",03-life.md#1x6v-bDJ1jQ
"인생수업, 위기의 때",48,a6g8SYeP2OA,주님이 오늘도 함께하신다 #아침기도 #기도습관 #하나님의인도하심 #주님의선하심,크리스천인사이트,https://www.youtube.com/watch?v=a6g8SYeP2OA,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 실행·습관",아침에 일어나서 드릴 수 있는 세 가지 기도 제목을 통해 하나님의 인도하심과 겸손을 구하는 방법을 제시합니다.,03-life.md#a6g8SYeP2OA
"인생수업, 위기의 때",49,P8VyvMpANdY,하나님께 집중해야 합니다 #사단의전략 #광명의천사 #고린도후서11장 #사단의유혹 #하나님의뜻,크리스천인사이트,https://www.youtube.com/watch?v=P8VyvMpANdY,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 회복·감정",사단은 광명의 천사로 위장하여 인간이 하늘의 관점에서 무의미한 세상적 성공에 몰두하도록 유혹합니다.,03-life.md#P8VyvMpANdY
"인생수업, 위기의 때",50,9BnSk8UuOyc,우리의 인생에는 세 단계가 있다.,Intelligence,https://www.youtube.com/watch?v=9BnSk8UuOyc,자막 기반 요약,예,en,자동,"실행·습관, 신앙·가치",SNS에 의존하기보다 침묵 속에서 배우고 성장하며 인생의 세 단계를 충실히 살아가라는 조언을 전합니다.,03-life.md#9BnSk8UuOyc
"인생수업, 위기의 때",51,HTLJg2Bk_BA,한국사 일타강사 최태성 마인드,아는형님 Knowingbros,https://www.youtube.com/watch?v=HTLJg2Bk_BA,자막 기반 요약,예,ko,확인 안 됨,"실행·습관, 사업·브랜딩, 소통·관계",최태성 강사는 가난 때문에 자신의 강의를 듣는다는 학생의 댓글을 보고 큰 책임감을 느꼈다고 회상합니다.,03-life.md#HTLJg2Bk_BA
"인생수업, 위기의 때",52,uzLrRi6zWaA,"사실상 끝난 상황에서, 어떻게든 방법을 찾아 보는데..",MG세대,https://www.youtube.com/watch?v=uzLrRi6zWaA,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정",절망적인 상황에서도 포기하지 않고 끝까지 해결책을 찾아내는 끈기의 중요성을 보여줍니다.,03-life.md#uzLrRi6zWaA
"인생수업, 위기의 때",53,IUDbatY3Hno,8000억 자산가가 노숙자에게 건넨 조언,돌숏밥,https://www.youtube.com/watch?v=IUDbatY3Hno,자막 기반 요약,예,확인 안 됨,확인 안 됨,"소통·관계, 사업·브랜딩",억만장자가 노숙자에게 자신의 가치를 제대로 인정받을 수 있는 장소의 중요성을 강조합니다.,03-life.md#IUDbatY3Hno
"인생수업, 위기의 때",54,fKA51CrFcWg,삶이 멈춘 것 같을때 빠져나오는 방법 | 루이스 호위스,NOMATTER 노메럴,https://www.youtube.com/watch?v=fKA51CrFcWg,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 소통·관계, 기타",무력감과 스트레스에 빠졌을 때 타인에게 도움을 주는 태도로 전환하는 것이 중요합니다.,03-life.md#fKA51CrFcWg
"인생수업, 위기의 때",55,wnYdyYdJOBY,게으르고 야망이 큰 사람이 위험한 이유 | 패트릭 벳 데이비드,NOMATTER 노메럴,https://www.youtube.com/watch?v=wnYdyYdJOBY,자막 기반 요약,예,en,자동,"소통·관계, 사업·브랜딩",패트릭 벳 데이비드는 실력과 노력 없이 야망만 큰 사람들을 사회에서 가장 위험한 부류로 정의하며 경계할 것을 조언합니다.,03-life.md#wnYdyYdJOBY
"인생수업, 위기의 때",56,OYGr3ZiqR6Y,망설이지 말고 한살이라도 어릴 때 빨리 시작하세요 #shorts #인생조언 #메가스터디 (쇼츠 손주은),월급쟁이부자들TV,https://www.youtube.com/watch?v=OYGr3ZiqR6Y,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 기타",3040 세대에게 '어떻게 살 것인가'에 대한 진지한 성찰과 자신만의 도전을 강조합니다.,03-life.md#OYGr3ZiqR6Y
"인생수업, 위기의 때",57,6G4jD0KvSzk,3가지 능력으로 내 인생을 바꾸는 법 #조승연,마이크임팩트,https://www.youtube.com/watch?v=6G4jD0KvSzk,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정","성공하는 사람들은 하지 말아야 할 일을 절제하고, 결심한 바를 반드시 실행하며, 감정에 휘둘리지 않는 세 가지 능력을 갖추고 있습니다.",03-life.md#6G4jD0KvSzk
"인생수업, 위기의 때",58,EX3hpEhUOSs,매일 주어지는 두 가지를 잊지마세요 | 제이 프린스,NOMATTER 노메럴,https://www.youtube.com/watch?v=EX3hpEhUOSs,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 신앙·가치",매일 우리에게는 기회와 선택이라는 두 가지 선물이 주어집니다.,03-life.md#EX3hpEhUOSs
"인생수업, 위기의 때",59,cew7jwiu7mY,악마가 당신을 무시하는 이유.,Intelligence,https://www.youtube.com/watch?v=cew7jwiu7mY,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"신앙·가치, 회복·감정",덴젤 워싱턴은 악마가 당신을 무시한다면 그것은 잘못된 길을 가고 있다는 신호일 수 있다고 말합니다.,03-life.md#cew7jwiu7mY
"인생수업, 위기의 때",60,cOINKq-rzVE,“나도 기술적 분석 다 해봤지” #워런버핏,메이킹알파,https://www.youtube.com/watch?v=cOINKq-rzVE,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",워런 버핏은 주식 투자에서 이론보다 실제 경험을 통한 배움과 자기 성찰의 중요성을 강조합니다.,03-life.md#cOINKq-rzVE
"인생수업, 위기의 때",61,JWe8hWQN8cU,"🗣️""광야의 길, 하나님의 관점"" - 피아워십 목요예배 이동선 목사 설교中",F.I.A,https://www.youtube.com/watch?v=JWe8hWQN8cU,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 회복·감정",인간의 눈에는 고난의 광야처럼 보이는 길도 하나님의 관점에서는 축복의 길일 수 있습니다.,03-life.md#JWe8hWQN8cU
"인생수업, 위기의 때",62,DbG3MkOHiYE,냉소주의는 가난을 부르고 낙관주의는 부를 만든다,성공한스푼,https://www.youtube.com/watch?v=DbG3MkOHiYE,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 회복·감정, 기타","세상은 가능성을 믿는 낙관주의자의 것이며, 큰 성취를 위해서는 반드시 긍정적인 태도가 필요합니다.",03-life.md#DbG3MkOHiYE
"인생수업, 위기의 때",63,hMD-IqQV8fU,내면의 악마와 싸우는 최고의 방법.,Intelligence,https://www.youtube.com/watch?v=hMD-IqQV8fU,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 실행·습관, 기타",화자는 내면의 두려움을 피하지 말고 정면으로 마주하는 것이 극복의 핵심이라고 말합니다.,03-life.md#hMD-IqQV8fU
"인생수업, 위기의 때",64,8eI3v-A4g-g,나는 해낸다 안 되면 죽는다.,Intelligence,https://www.youtube.com/watch?v=8eI3v-A4g-g,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 성공, 동기부여, 짐론",짐 론은 '죽을 각오로 해내겠다'는 강력한 결심이 인생을 바꿀 수 있다고 강조합니다.,03-life.md#8eI3v-A4g-g
"인생수업, 위기의 때",65,Bg-qpNbs9Yo,진짜 가족을 위해 살고 있긴 해?,Intelligence,https://www.youtube.com/watch?v=Bg-qpNbs9Yo,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 소통·관계","가족을 위해 죽을 수 있다는 거창한 다짐보다, 그들을 위해 건강하게 살아가는 일상의 실천이 더 중요합니다.",03-life.md#Bg-qpNbs9Yo
"인생수업, 위기의 때",66,ysLziGJ6Rmg,일론 머스크는 하루를 5분 단위로 쪼갠다. 즉흥형 천재 아니라 계획형 괴물이다.,성공한스푼,https://www.youtube.com/watch?v=ysLziGJ6Rmg,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록",성공을 위해서는 활동 목록을 작성하고 우선순위를 정하는 철저한 계획 수립이 필수적입니다.,03-life.md#ysLziGJ6Rmg
"인생수업, 위기의 때",67,CdPkWCOj4ho,하는 일이 적성에 안맞을 때,큰손 노희영,https://www.youtube.com/watch?v=CdPkWCOj4ho,자막 기반 요약,예,ko,자동,"실행·습관, 소통·관계",모델에서 공인중개사로 전업 후 정체성 혼란을 겪는 사연자에게 전문가는 배수의 진을 치는 태도를 강조합니다.,03-life.md#CdPkWCOj4ho
"인생수업, 위기의 때",68,XoKLx9haF3c,"답이 안보일 땐, 이렇게 해보세요!",성공한스푼,https://www.youtube.com/watch?v=XoKLx9haF3c,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 학습·기록, 기타",문제의 답이 보이지 않을 때 30분에서 60분 동안 고요 속에 머무르며 내면의 소리에 귀를 기울여 보세요.,03-life.md#XoKLx9haF3c
"인생수업, 위기의 때",69,hSGt_rhu49U,How to Be So Productive it Feels ILLEGAL,Dan Martell,https://www.youtube.com/watch?v=hSGt_rhu49U,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 기타",ADHD를 극복하고 초집중 상태를 유지하기 위한 10가지 생산성 해킹 전략을 제안합니다.,03-life.md#hSGt_rhu49U
"인생수업, 위기의 때",70,xCCeGBW2G4w,그린베레 vs 네이비 씰,오호라,https://www.youtube.com/watch?v=xCCeGBW2G4w,자막 기반 요약,예,확인 안 됨,확인 안 됨,"소통·관계, 기타","그린베레와 네이비 씰은 각자의 특화된 임무 영역이 다르며, 특히 그린베레는 현지 세력을 활용하는 '전투력 증강'에 강점이 있습니다.",03-life.md#xCCeGBW2G4w
"인생수업, 위기의 때",71,2mFfSRq3ao8,내가 노력을 안 했던 이유,주언규 joo earn gyu,https://www.youtube.com/watch?v=2mFfSRq3ao8,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"실행·습관, 학습·기록, 기타",노력은 억지로 쥐어짜는 것이 아니라 확신의 크기에 비례하여 자연스럽게 발생하는 결과입니다.,03-life.md#2mFfSRq3ao8
"인생수업, 위기의 때",72,XtQEoXJW9bw,날 우울하게 만드는 것들,주언규 joo earn gyu,https://www.youtube.com/watch?v=XtQEoXJW9bw,영상 직접 분석,아니오,확인 안 됨,확인 안 됨,"회복·감정, 학습·기록, 기타",화자는 만성 우울증을 극복한 경험을 바탕으로 우울함을 유발하는 다섯 가지 상황을 분석합니다.,03-life.md#XtQEoXJW9bw
"인생수업, 위기의 때",73,BQiDqU34eAI,스파이가 말하는 사회를 전복시키는법 ㄷㄷ 와우,우셔우셔,https://www.youtube.com/watch?v=BQiDqU34eAI,자막 기반 요약,예,확인 안 됨,확인 안 됨,"소통·관계, 기타",전 KGB 요원 유리 베즈메노프는 사회의 도덕적 가치를 무너뜨리고 내부 갈등을 조장하여 국가를 스스로 붕괴시키는 심리전 전략을 설명합니다.,03-life.md#BQiDqU34eAI
"인생수업, 위기의 때",74,0lms-eusg58,두려워하지 말라,한국사장학교 TV,https://www.youtube.com/watch?v=0lms-eusg58,자막 기반 요약,예,확인 안 됨,확인 안 됨,"신앙·가치, 회복·감정",화자는 성경 등 여러 가르침에서 강조하는 '두려워하지 말라'는 메시지를 삶의 핵심 가치로 삼고 있습니다.,03-life.md#0lms-eusg58
"인생수업, 위기의 때",75,hoERAs0erOU,전쟁 빼고는 다 쉬운 일 (정주영 회장),BZCF | 비즈까페,https://www.youtube.com/watch?v=hoERAs0erOU,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 사업·브랜딩, 회복·감정",정주영 회장은 생명이 위태로운 전쟁에 비하면 사회의 모든 일은 해결 가능한 쉬운 일이라고 강조합니다.,03-life.md#hoERAs0erOU
"인생수업, 위기의 때",76,Tf0N6HOdd5A,억만장자들보다 더 값졌다고 한 인터뷰,미엠지 Me:MZ,https://www.youtube.com/watch?v=Tf0N6HOdd5A,자막 기반 요약,예,확인 안 됨,확인 안 됨,"실행·습관, 신앙·가치, 소통·관계",거절의 아픔을 딛고 성공한 인물이 인생의 결정과 주변 환경의 중요성을 강조하며 신앙적 조언을 전합니다.,03-life.md#Tf0N6HOdd5A
